id,price,speed,hd,ram,screen,cores,cd,laptop,trend
657,2390,21,16,6,19,20,no,no,5
658,3295,36,5,52,19,26,no,no,5
659,3797,32,5,28,17,16,no,no,1
660,2187,22,20,14,19,14,no,no,2
661,3767,32,5,36,21,30,no,no,4
662,2844,22,20,14,23,14,yes,no,1
663,602,24,24,10,11,6,no,yes,2
664,3117,36,1,40,23,30,no,no,4
665,939,21,16,14,12,6,no,yes,2
666,2860,16,8,2,15,16,yes,no,1
667,4071,31,7,40,23,22,no,no,5
668,1089,24,16,10,12,10,no,yes,2
669,2807,23,8,14,17,24,no,no,5
670,3093,38,7,36,19,18,no,no,4
671,3425,37,7,36,21,26,no,no,5
672,2092,18,28,14,15,18,yes,no,4
673,3664,39,5,28,23,18,yes,no,4
674,4278,38,3,40,15,12,no,no,1
675,2365,17,16,10,19,22,no,no,5
676,1496,16,8,14,15,4,yes,no,1
677,1820,21,16,14,19,8,yes,no,1
678,1752,23,28,10,23,4,yes,no,2
679,2231,17,28,2,23,14,no,no,2
680,1858,17,20,10,21,8,no,no,1
681,1246,15,28,14,21,4,no,no,2
682,3035,39,1,20,19,12,no,no,1
683,3037,35,7,40,17,26,no,no,5
684,749,23,28,10,13,4,no,yes,1
685,556,18,24,14,12,6,yes,no,2
686,1404,21,28,14,21,4,yes,no,2
687,2681,18,24,2,23,12,no,no,2
688,2610,20,16,6,21,16,no,no,2
689,1279,16,20,10,17,10,no,no,2
690,1742,15,12,14,17,6,no,no,1
691,807,23,24,14,13,6,no,yes,1
692,3554,30,5,32,17,14,no,no,1
693,2385,21,20,6,15,22,no,no,4
694,1924,18,20,6,21,4,yes,no,1
695,3525,32,7,48,17,24,no,no,4
696,596,17,28,14,13,6,yes,no,2
697,2866,21,24,14,21,26,no,no,5
698,2178,22,24,14,21,26,no,no,4
699,1669,18,20,10,21,8,no,no,1
700,2861,19,8,10,15,28,no,no,5
701,3589,37,7,56,15,24,no,no,4
702,3817,30,7,60,19,14,no,no,2
703,4267,36,3,56,15,14,no,no,1
704,657,18,28,6,12,6,no,yes,1
705,4239,31,3,52,21,12,no,no,1
706,4160,37,3,56,23,26,yes,no,4
707,3988,31,5,40,23,12,yes,no,1
708,1298,15,20,6,21,6,no,no,1
709,4165,38,3,28,21,26,no,no,5
710,1839,24,20,14,19,10,no,no,2
711,2203,18,8,10,19,22,no,no,4
712,1914,20,8,6,15,8,no,no,1
713,772,20,12,14,11,4,yes,no,2
714,973,15,8,10,11,4,no,yes,2
715,2929,21,12,6,17,14,no,no,1
716,2140,22,28,10,23,30,yes,no,4
717,641,23,20,6,12,10,no,yes,1
718,896,21,28,6,11,8,yes,no,1
719,3410,34,5,32,23,26,no,no,4
720,4176,35,1,48,19,20,yes,no,4
721,1051,22,16,6,11,10,no,yes,2
722,678,19,16,6,13,4,no,yes,1
723,2849,16,12,14,15,30,no,no,4
724,2124,20,8,14,15,16,yes,no,1
725,913,18,8,14,13,6,no,yes,2
726,597,15,8,2,12,4,no,yes,1
727,3155,31,1,60,15,22,no,no,5
728,918,17,12,10,13,8,no,yes,2
729,4115,37,1,16,19,22,no,no,4
730,3568,35,3,48,17,20,yes,no,4
731,3995,39,1,60,15,14,no,no,1
732,1967,22,8,2,15,10,no,no,2
733,1070,16,8,2,12,4,no,yes,2
734,1321,20,20,2,21,4,no,no,2
735,2026,17,24,10,19,12,no,no,1
736,3413,30,5,48,17,26,no,no,5
737,2257,15,24,14,23,26,no,no,4
738,2616,17,24,14,21,14,yes,no,1
739,2380,20,20,2,17,18,yes,no,4
740,3695,39,3,52,21,24,no,no,5
741,518,16,20,10,13,8,no,yes,2
742,1112,22,20,10,12,6,yes,no,2
743,703,17,20,14,13,4,no,yes,2
744,2223,17,20,10,21,28,no,no,4
745,1995,18,16,14,23,10,no,no,2
746,1476,24,8,10,15,10,yes,no,2
747,783,23,8,6,11,10,no,yes,2
748,2060,19,16,10,23,28,yes,no,5
749,2284,24,12,10,19,22,yes,no,4
750,3497,37,3,16,15,26,no,no,4
751,2457,21,24,10,19,16,no,no,2
752,3128,30,7,48,15,20,yes,no,4
753,2333,19,16,14,19,22,no,no,5
754,2189,22,16,2,23,16,no,no,2
755,4196,31,5,48,17,24,yes,no,5
756,3613,36,7,56,21,12,no,no,2
757,3664,34,7,56,15,28,yes,no,4
758,4277,36,3,36,21,16,no,no,2
759,2320,18,28,6,23,16,yes,no,1
760,3049,34,5,16,15,12,no,no,1
761,2552,18,12,2,15,12,yes,no,2
762,3217,31,7,44,23,14,no,no,2
763,3689,30,5,52,17,14,no,no,1
764,2893,17,20,14,21,24,no,no,4
765,2147,19,20,6,17,26,no,no,4
766,1717,24,8,10,17,6,no,no,2
767,1516,19,16,14,19,4,yes,no,2
768,1163,19,16,6,11,8,no,yes,2
769,3629,32,3,20,19,18,no,no,4
770,1724,18,20,14,17,10,yes,no,1
771,4227,36,5,20,21,18,no,no,4
772,4059,34,3,32,17,28,no,no,4
773,3046,34,3,40,17,30,no,no,4
774,2894,19,28,14,17,14,no,no,1
775,3516,36,3,60,19,24,yes,no,5
776,1018,15,8,6,13,4,no,yes,2
777,845,18,20,10,11,4,no,yes,1
778,1777,18,8,14,19,8,no,no,2
779,4222,36,3,16,19,14,no,no,2
780,808,18,28,14,11,8,yes,no,1
781,1598,21,24,10,17,8,no,no,2
782,2287,19,8,10,19,14,no,no,2
783,2985,22,24,6,23,24,no,no,4
784,639,20,8,14,11,6,no,yes,1
785,515,21,28,10,11,10,no,yes,2
786,1409,21,12,14,19,6,no,no,2
787,2299,22,28,6,17,12,no,no,1
788,2569,19,20,6,21,28,no,no,4
789,4323,32,5,40,15,26,no,no,4
790,2452,21,16,10,19,28,yes,no,5
791,2847,17,8,10,21,20,no,no,5
792,648,23,24,10,11,10,yes,no,1
793,3186,31,1,52,17,14,no,no,1
794,1609,23,20,10,19,6,no,no,2
795,3707,35,5,48,21,22,no,no,5
796,1433,23,24,10,23,4,no,no,2
797,1392,22,16,6,19,10,yes,no,1
798,1425,18,20,14,19,6,no,no,2
799,1785,18,28,6,23,8,no,no,1
800,646,15,20,14,12,4,no,yes,2
801,3919,36,1,16,21,14,no,no,2
802,4191,31,5,24,21,20,no,no,5
803,1613,22,12,10,17,8,no,no,2
804,2693,18,24,2,23,24,no,no,5
805,3899,32,3,36,21,16,no,no,1
806,1445,18,8,10,19,10,no,no,1
807,3982,31,3,36,23,12,no,no,2
808,2865,23,20,14,23,28,no,no,5
809,1738,22,24,2,23,4,no,no,1
810,3704,34,5,52,17,18,yes,no,4
811,2987,23,20,2,17,16,no,no,1
812,3475,33,3,56,19,16,no,no,1
813,2283,22,24,10,15,22,no,no,5
814,899,16,12,6,11,4,no,yes,2
815,3175,34,1,48,15,16,no,no,2
816,2537,21,8,2,19,14,no,no,1
817,2095,22,20,10,21,22,no,no,4
818,1435,15,28,14,15,8,no,no,1
819,3985,32,7,56,23,28,no,no,4
820,1230,17,16,2,19,8,no,no,2
821,2397,15,8,2,23,18,no,no,4
822,3383,30,5,56,19,26,no,no,5
823,1417,17,20,2,19,4,no,no,1
824,959,15,16,10,13,4,no,yes,2
825,3754,37,5,36,23,20,no,no,5
826,764,17,20,10,11,6,yes,no,1
827,825,19,28,6,13,4,no,yes,2
828,3146,37,3,36,23,30,no,no,5
829,991,20,20,6,13,10,no,yes,2
830,828,24,28,6,12,10,yes,no,2
831,3208,38,3,48,15,28,yes,no,5
832,1002,17,20,6,12,4,no,yes,1
833,2928,20,28,10,23,30,yes,no,5
834,578,24,16,6,12,6,no,yes,1
835,1418,17,28,2,17,8,no,no,2
836,610,24,16,2,11,6,no,yes,2
837,2176,23,20,10,15,22,yes,no,5
838,3815,31,1,44,19,28,no,no,4
839,607,23,16,2,12,10,no,yes,1
840,2928,21,12,6,19,26,yes,no,5
841,1210,15,20,2,15,8,no,no,2
842,2990,23,8,6,21,22,no,no,4
843,1598,15,20,14,17,4,no,no,1
844,741,24,16,2,11,8,no,yes,1
845,3356,37,3,28,19,30,yes,no,4
846,3929,32,1,20,19,18,no,no,4
847,3192,30,7,44,17,30,yes,no,5
848,2485,23,12,6,21,16,no,no,2
849,614,16,8,2,12,10,no,yes,2
850,2791,23,8,10,17,16,no,no,1
851,2659,17,20,14,17,12,no,no,2
852,2553,24,20,6,21,14,no,no,1
853,2906,21,28,10,21,28,no,no,5
854,577,20,8,14,13,4,no,yes,1
855,3566,33,3,56,23,24,no,no,4
856,611,21,24,2,11,4,no,yes,1
857,859,20,16,6,13,10,no,yes,1
858,3842,38,5,36,21,12,no,no,1
859,4107,31,5,28,21,24,no,no,4
860,3304,38,5,48,17,22,yes,no,4
861,1350,15,16,6,15,8,no,no,1
862,2894,15,8,2,23,16,no,no,1
863,3693,33,1,40,19,12,no,no,1
864,1561,20,12,2,17,4,no,no,1
865,4292,38,1,32,19,22,yes,no,5
866,2200,16,12,10,23,20,yes,no,4
867,1101,21,24,2,13,8,no,yes,2
868,2330,24,28,10,19,24,no,no,5
869,3412,34,1,32,19,24,yes,no,5
870,2576,24,16,14,17,18,yes,no,4
871,1066,18,12,14,11,4,no,yes,2
872,600,24,16,2,12,6,yes,no,2
873,2526,17,12,14,21,18,no,no,4
874,1258,20,20,10,17,6,no,no,1
875,1613,22,24,14,23,4,no,no,1
876,701,17,24,10,13,10,no,yes,2
877,1571,17,28,14,17,4,no,no,2
878,1652,19,16,14,23,10,yes,no,1
879,528,19,24,6,12,10,yes,no,2
880,2026,18,20,14,21,12,no,no,1
881,1494,22,16,10,21,4,no,no,1
882,2328,19,8,2,19,24,yes,no,4
883,1639,22,24,2,17,10,no,no,1
884,1649,21,28,10,19,8,no,no,1
885,3102,33,5,16,19,20,no,no,5
886,4230,34,7,32,15,18,no,no,4
887,2845,16,24,10,17,22,no,no,4
888,3500,34,5,36,19,20,yes,no,5
889,3658,30,1,28,19,22,no,no,5
890,3742,37,3,40,23,14,no,no,2
891,693,21,20,2,13,4,no,yes,2
892,1077,19,28,10,11,10,no,yes,2
893,2489,24,8,2,21,20,no,no,5
894,2548,18,28,2,21,30,yes,no,4
895,3009,36,7,48,21,12,no,no,1
896,2871,15,8,6,21,20,no,no,4
897,3267,34,1,52,17,18,no,no,5
898,2923,20,12,2,15,22,no,no,5
899,2760,24,24,6,21,28,yes,no,5
900,1467,16,16,6,21,6,no,no,2
901,811,24,8,10,11,8,no,yes,2
902,1551,21,20,14,23,6,no,no,1
903,4255,36,5,56,17,24,no,no,5
904,2847,21,28,10,17,22,no,no,5
905,4125,32,3,56,19,18,no,no,5
906,3374,35,1,60,21,26,no,no,5
907,1244,24,16,2,19,6,yes,no,2
908,4045,30,1,56,17,18,no,no,5
909,3556,31,3,24,15,26,yes,no,4
910,955,16,24,6,13,4,no,yes,2
911,1345,19,16,14,21,4,no,no,1
912,3681,31,1,56,23,18,no,no,5
913,2706,21,20,10,17,28,no,no,5
914,668,22,12,2,11,8,yes,no,2
915,2222,18,12,14,19,26,no,no,4
916,2046,15,16,6,19,22,no,no,4
917,1645,15,24,2,15,10,no,no,1
918,2058,19,16,14,17,24,no,no,5
919,765,24,12,10,13,10,no,yes,1
920,539,19,12,2,11,6,no,yes,2
921,4239,37,5,52,19,24,no,no,4
922,2174,20,20,10,21,18,no,no,5
923,2198,22,8,2,15,26,no,no,4
924,2911,23,28,2,23,18,no,no,4
925,2966,23,8,2,19,18,no,no,4
926,1377,17,8,14,21,6,no,no,1
927,1874,22,12,2,23,6,no,no,1
928,4117,39,5,48,21,30,no,no,5
929,3966,30,5,24,15,14,no,no,2
930,3235,37,1,28,15,26,no,no,4
931,1493,15,24,10,19,10,no,no,1
932,2997,22,20,2,17,12,no,no,2
933,913,16,28,14,11,10,no,yes,1
934,3197,37,5,52,21,22,no,no,5
935,2731,22,20,6,23,22,no,no,5
936,2773,23,8,14,17,22,no,no,4
937,1636,24,8,6,17,10,yes,no,2
938,3966,30,3,36,21,14,no,no,2
939,3565,35,1,36,19,16,no,no,1
940,1715,18,24,2,19,8,no,no,1
941,3334,33,7,16,19,24,no,no,5
942,3918,39,7,60,21,20,no,no,4
943,4058,35,7,44,23,26,no,no,5
944,2022,22,24,6,17,22,no,no,4
945,3829,35,7,36,17,24,no,no,4
946,3215,33,7,56,21,16,no,no,1
947,2683,20,8,6,17,14,no,no,2
948,3984,36,1,24,15,22,yes,no,5
949,2862,15,8,6,23,24,no,no,4
950,2409,17,12,10,19,30,no,no,5
951,3047,39,3,60,17,16,no,no,1
952,2253,19,20,10,17,26,no,no,4
953,3680,32,1,40,15,14,yes,no,1
954,2542,22,20,2,23,12,no,no,1
955,1205,21,16,6,23,8,no,no,1
956,944,21,28,14,12,6,yes,no,2
957,2723,15,16,14,21,28,no,no,4
958,4286,30,1,40,15,28,no,no,4
959,2934,17,12,2,23,26,no,no,4
960,2556,18,24,2,17,14,yes,no,2
961,3077,31,5,32,19,30,no,no,5
962,526,22,28,6,11,10,no,yes,2
963,3614,30,3,56,15,18,no,no,4
964,1343,18,20,10,19,4,no,no,1
965,1231,16,12,10,19,10,no,no,1
966,967,21,24,10,13,4,no,yes,2
967,549,23,28,6,12,8,no,yes,1
968,566,18,24,6,11,10,no,yes,2
969,1545,21,20,2,21,10,no,no,2
970,550,20,8,10,13,8,no,yes,1
971,1365,19,16,14,17,10,no,no,2
972,1820,22,24,14,15,4,yes,no,1
973,1919,22,20,2,15,10,no,no,2
974,2036,16,28,10,23,28,yes,no,4
975,1266,24,28,14,15,10,no,no,1
976,1526,16,12,2,15,4,no,no,1
977,539,15,12,6,11,8,no,yes,1
978,1263,21,8,14,15,10,no,no,2
979,857,24,20,2,13,10,no,yes,2
980,598,19,20,14,13,8,no,yes,1
981,992,18,24,6,13,10,yes,no,1
982,959,22,16,14,13,10,no,yes,2
983,3195,31,7,32,23,22,no,no,4
984,1034,24,24,14,11,6,no,yes,2
985,1966,15,16,10,15,8,no,no,1
986,4206,36,1,36,15,12,no,no,2
987,2593,24,16,2,21,22,no,no,4
988,4215,34,3,56,15,20,no,no,5
989,2754,15,16,10,23,18,no,no,4
990,562,15,12,14,12,4,no,yes,1
991,3435,37,1,24,17,28,no,no,4
992,3185,32,1,44,19,28,no,no,4
993,3784,34,7,44,17,14,yes,no,2
994,2734,17,16,10,21,14,no,no,2
995,4138,33,7,32,21,14,no,no,1
996,3344,32,5,20,15,24,yes,no,4
997,1872,16,20,10,21,10,yes,no,2
998,1291,24,16,2,23,8,no,no,2
999,1299,22,20,6,15,10,no,no,2
1000,3087,31,7,36,21,22,no,no,5
1001,2514,21,24,2,17,16,no,no,1
1002,921,15,20,2,12,4,no,yes,1
1003,1067,18,20,14,12,4,no,yes,2
1004,2881,23,28,2,23,18,no,no,5
1005,3490,34,7,52,19,12,no,no,2
1006,2058,21,8,6,17,30,no,no,5
1007,3309,35,7,32,19,14,no,no,2
1008,2934,15,12,6,17,22,no,no,4
1009,2280,24,28,2,19,22,yes,no,5
1010,1474,15,20,10,15,6,no,no,2
1011,786,18,24,2,11,8,no,yes,1
1012,2988,15,28,10,15,16,yes,no,2
1013,775,20,12,6,11,10,no,yes,1
1014,1274,21,12,14,19,8,no,no,1
1015,3255,37,1,60,21,24,no,no,4
1016,2742,22,24,10,21,22,no,no,4
1017,1621,18,28,14,23,6,no,no,2
1018,3018,30,3,16,19,28,no,no,5
1019,3094,32,3,56,19,22,no,no,5
1020,3852,32,3,52,21,24,yes,no,5
1021,969,17,20,2,13,10,no,yes,2
1022,3078,38,3,44,17,16,no,no,2
1023,4275,32,5,48,17,22,no,no,4
1024,2362,18,16,14,19,30,no,no,4
1025,658,18,20,2,13,8,no,yes,2
1026,580,22,16,6,11,4,yes,no,2
1027,1569,23,16,10,17,6,no,no,1
1028,3520,38,1,60,19,18,yes,no,4
1029,3073,36,1,32,15,14,no,no,1
1030,2558,16,24,2,21,24,no,no,4
1031,3815,34,1,60,19,16,no,no,1
1032,625,21,24,2,13,6,no,yes,2
1033,2573,16,8,6,15,26,no,no,5
1034,3461,30,1,44,19,28,no,no,5
1035,3005,34,3,52,19,12,no,no,1
1036,1404,15,12,6,17,6,yes,no,1
1037,2885,17,28,14,15,28,no,no,4
1038,3286,31,5,16,23,16,no,no,2
1039,4111,30,1,52,19,16,no,no,1
1040,3283,37,1,56,15,22,no,no,4
1041,3259,33,3,48,15,18,no,no,5
1042,3127,37,1,20,19,22,no,no,4
1043,2858,24,16,6,23,12,no,no,1
1044,3960,39,3,20,15,26,yes,no,4
1045,2109,24,8,2,21,26,no,no,5
1046,2795,21,28,10,15,20,no,no,4
1047,600,19,8,14,11,8,yes,no,1
1048,1651,16,24,6,23,6,no,no,1
1049,1016,20,20,10,11,6,yes,no,2
1050,3820,31,3,44,21,16,yes,no,1
1051,971,15,20,14,13,10,no,yes,1
1052,3191,35,3,20,21,12,no,no,2
1053,4147,35,1,40,23,28,no,no,4
1054,526,20,16,10,12,6,no,yes,1
1055,1451,18,12,6,17,4,no,no,1
1056,3733,38,1,44,15,24,no,no,4
1057,4268,34,3,36,15,20,yes,no,4
1058,3137,38,7,44,17,16,no,no,1
1059,2152,17,12,14,17,28,yes,no,5
1060,1963,19,12,6,23,8,no,no,2
1061,4153,33,1,56,21,18,no,no,5
1062,1716,22,12,2,21,10,yes,no,2
1063,3068,36,7,20,19,18,yes,no,4
1064,2874,17,12,14,17,18,no,no,4
1065,2663,16,16,2,19,26,no,no,4
1066,2384,15,28,2,21,16,yes,no,2
1067,1565,24,8,10,15,4,no,no,2
1068,1795,23,24,14,17,4,no,no,1
1069,869,20,20,2,12,6,no,yes,1
1070,3912,32,1,52,15,14,yes,no,2
1071,852,24,8,2,12,8,yes,no,1
1072,4147,39,7,32,21,26,no,no,5
1073,1443,15,24,14,15,8,no,no,1
1074,979,23,24,6,13,10,no,yes,2
1075,867,16,24,10,12,6,no,yes,1
1076,2981,23,8,6,15,14,no,no,1
1077,4266,31,5,52,15,18,no,no,4
1078,3954,31,1,24,15,30,no,no,5
1079,4146,33,3,44,19,26,no,no,5
1080,3149,37,1,28,19,14,no,no,1
1081,4296,36,1,32,15,24,yes,no,4
1082,3314,30,3,28,15,14,no,no,2
1083,2763,24,8,10,23,26,no,no,5
1084,1495,22,20,14,21,4,no,no,2
1085,2155,24,20,2,17,24,no,no,5
1086,2867,20,8,10,21,26,no,no,5
1087,3144,36,1,44,23,14,yes,no,2
1088,788,17,16,2,13,6,yes,no,2
1089,3055,39,7,28,21,26,no,no,4
1090,795,21,16,2,12,4,no,yes,2
1091,770,19,16,14,13,8,no,yes,1
1092,2212,22,16,14,17,26,yes,no,4
1093,4305,33,5,16,19,24,no,no,4
1094,2721,15,20,14,19,18,no,no,5
1095,3191,33,3,52,17,12,no,no,1
1096,2913,23,16,10,23,16,no,no,2
1097,1893,22,28,2,19,6,no,no,1
1098,4309,34,7,24,21,24,no,no,4
1099,3936,35,3,24,19,24,yes,no,4
1100,2412,24,16,10,19,14,yes,no,1
1101,588,20,16,2,11,8,yes,no,2
1102,3699,30,1,40,17,12,no,no,1
1103,719,16,12,2,13,4,no,yes,1
1104,3702,34,1,52,15,26,no,no,5
1105,1218,20,16,6,19,6,no,no,1
1106,1307,22,16,6,21,8,no,no,2
1107,4170,37,3,28,19,12,no,no,1
1108,3598,35,5,52,15,18,no,no,5
1109,3490,39,5,36,17,14,no,no,2
1110,3250,32,5,20,17,30,no,no,5
1111,1655,16,16,6,15,8,no,no,1
1112,3990,33,7,20,17,26,no,no,5
1113,3940,32,1,52,19,22,yes,no,4
1114,3362,34,5,24,15,26,no,no,4
1115,2545,23,16,6,15,16,no,no,2
1116,3795,34,7,32,23,28,no,no,4
1117,1595,24,20,2,19,10,no,no,2
1118,4117,32,7,36,15,12,no,no,1
1119,3528,39,7,28,15,18,yes,no,4
1120,2359,22,16,6,17,20,no,no,4
1121,2995,22,16,6,19,28,no,no,4
1122,564,16,28,14,11,6,yes,no,2
1123,2888,20,8,6,17,20,yes,no,5
1124,2409,17,12,14,17,30,no,no,5
1125,1927,16,8,14,19,6,no,no,1
1126,4307,33,7,40,23,20,no,no,4
1127,2238,18,20,2,19,12,no,no,2
1128,1454,21,8,10,23,4,no,no,1
1129,2528,20,12,10,17,22,yes,no,5
1130,2400,21,20,10,21,18,yes,no,5
1131,4040,36,5,52,23,26,yes,no,4
1132,1799,17,16,14,21,8,no,no,2
1133,587,23,12,2,13,6,no,yes,1
1134,1995,16,24,2,17,4,no,no,1
1135,3217,39,3,40,23,14,no,no,1
1136,1386,17,8,2,19,10,no,no,1
1137,2854,24,24,10,19,12,no,no,2
1138,949,15,16,14,11,10,no,yes,1
1139,2588,20,20,10,17,18,yes,no,4
1140,4300,34,7,24,23,22,yes,no,5
1141,4131,31,1,28,19,26,no,no,5
1142,1205,18,8,10,23,6,no,no,1
1143,1933,20,12,2,23,6,no,no,1
1144,1258,23,8,6,23,8,no,no,1
1145,2602,15,28,2,15,12,no,no,1
1146,1385,23,24,10,15,8,no,no,1
1147,4220,32,5,24,15,14,yes,no,1
1148,3929,34,1,56,15,24,no,no,5
1149,3300,33,5,36,15,18,yes,no,4
1150,1981,15,16,2,19,10,no,no,1
1151,4289,31,3,40,19,16,no,no,2
1152,582,23,28,6,13,10,no,yes,1
1153,1651,22,12,10,15,10,no,no,1
1154,3446,32,5,52,15,18,no,no,5
1155,4228,38,7,36,15,22,yes,no,4
1156,1436,16,24,2,23,10,yes,no,1
1157,2247,20,20,10,23,28,no,no,4
1158,3895,32,1,48,17,16,no,no,2
1159,3019,33,3,40,17,24,no,no,4
1160,3763,31,3,24,21,28,no,no,5
1161,3509,38,3,20,21,30,no,no,5
1162,1049,20,20,10,12,6,no,yes,2
1163,3797,36,5,40,15,28,no,no,5
1164,771,22,24,6,13,10,no,yes,1
1165,1422,22,12,6,19,6,no,no,2
1166,3857,37,3,32,23,28,no,no,5
1167,2326,22,28,6,17,12,no,no,2
1168,2301,15,20,10,15,26,no,no,4
1169,643,23,16,14,11,6,no,yes,1
1170,2524,20,8,2,21,26,yes,no,4
1171,2227,18,28,10,21,20,no,no,4
1172,1613,15,8,6,17,8,no,no,2
1173,2400,23,28,2,15,16,yes,no,2
1174,3538,39,7,52,19,28,no,no,5
1175,2663,15,16,6,19,26,no,no,4
1176,4306,39,7,44,19,18,no,no,4
1177,3521,39,7,32,17,22,no,no,5
1178,1818,18,8,10,23,6,no,no,1
1179,2666,20,24,14,17,14,no,no,2
1180,3353,37,7,40,23,12,no,no,2
1181,2803,21,20,14,17,26,no,no,5
1182,3736,38,3,52,17,30,yes,no,5
1183,3758,32,3,24,15,22,no,no,4
1184,1315,16,28,10,19,4,no,no,2
1185,2249,15,8,2,21,18,no,no,5
1186,629,15,28,14,13,10,no,yes,2
1187,2739,19,12,14,23,18,no,no,5
1188,3907,34,7,56,15,18,no,no,5
1189,2366,24,12,2,21,24,no,no,4
1190,3859,30,3,40,21,24,no,no,5
1191,2141,18,16,14,15,28,no,no,4
1192,3121,33,3,48,21,14,no,no,1
1193,1106,23,24,10,11,4,no,yes,1
1194,696,22,28,2,12,4,yes,no,1
1195,4087,34,1,44,21,28,no,no,4
1196,930,22,8,6,11,6,no,yes,2
1197,4101,32,3,40,15,20,no,no,4
1198,3782,36,3,48,15,16,no,no,2
1199,2888,16,16,10,15,24,yes,no,4
1200,1724,21,28,14,21,4,yes,no,2
1201,2150,15,28,14,17,16,no,no,2
1202,3307,35,7,52,23,24,no,no,4
1203,1664,20,16,10,15,4,yes,no,1
1204,826,22,16,2,11,4,no,yes,2
1205,2998,24,12,2,17,24,no,no,4
1206,4033,34,1,48,19,26,no,no,5
1207,3029,33,3,40,23,22,no,no,5
1208,958,16,8,6,11,10,no,yes,2
1209,933,20,16,6,11,8,no,yes,1
1210,1739,20,20,10,19,10,no,no,2
1211,1181,18,28,6,11,4,no,yes,1
1212,588,23,8,2,12,8,yes,no,1
1213,1630,20,16,2,15,4,no,no,1
1214,2932,24,8,10,17,22,yes,no,4
1215,4141,31,1,24,15,30,no,no,4
1216,2299,15,12,6,19,16,no,no,2
1217,998,21,16,14,12,4,no,yes,2
1218,1866,24,8,2,17,4,no,no,1
1219,1607,18,12,10,21,6,no,no,2
1220,2836,22,20,10,19,30,yes,no,5
1221,1800,18,8,2,23,6,yes,no,1
1222,3255,38,3,32,19,22,no,no,4
1223,4324,35,1,56,19,16,yes,no,1
1224,2335,16,12,10,19,22,no,no,5
1225,1220,17,24,10,17,6,yes,no,1
1226,3861,36,5,56,15,22,no,no,5
1227,1589,18,16,6,17,4,no,no,1
1228,3364,30,5,20,19,12,yes,no,1
1229,4164,38,5,20,23,14,yes,no,2
1230,1292,17,16,14,17,10,yes,no,2
1231,630,22,12,10,12,10,no,yes,2
1232,3380,35,3,60,19,30,yes,no,4
1233,4310,38,1,36,19,24,no,no,4
1234,1589,24,12,6,17,10,no,no,2
1235,2005,21,8,14,15,14,no,no,2
1236,3678,37,7,44,21,22,no,no,5
1237,2172,22,16,14,19,28,yes,no,4
1238,1105,17,8,10,12,4,no,yes,1
1239,844,20,8,14,13,8,yes,no,2
1240,4235,37,7,36,17,20,no,no,4
1241,1676,20,8,2,21,6,yes,no,1
1242,2501,20,24,14,15,18,no,no,4
1243,3433,39,1,28,19,30,no,no,5
1244,2466,16,20,14,23,30,no,no,5
1245,4289,36,3,56,23,26,no,no,5
1246,2391,19,16,10,19,16,no,no,2
1247,1977,22,24,6,17,6,no,no,1
1248,3910,36,5,24,15,26,no,no,5
1249,976,24,16,10,13,8,yes,no,2
1250,1045,24,12,10,12,4,no,yes,2
1251,2264,15,24,14,17,12,yes,no,1
1252,2836,20,20,6,19,26,yes,no,4
1253,2537,23,8,2,23,28,no,no,4
1254,2270,15,16,14,21,30,no,no,5
1255,3445,37,5,32,17,18,no,no,5
1256,3697,33,3,44,21,30,no,no,4
1257,2734,24,12,6,15,16,no,no,1
1258,3316,35,1,16,23,16,yes,no,1
1259,3260,35,5,52,19,30,yes,no,4
1260,2873,17,28,6,15,28,no,no,4
1261,4266,31,7,52,17,18,no,no,5
1262,1581,19,24,6,23,10,no,no,1
1263,509,24,28,6,12,10,no,yes,1
1264,2092,20,12,6,15,14,yes,no,2
1265,1011,16,28,2,11,6,no,yes,1
1266,1546,15,8,14,23,4,no,no,1
1267,1274,19,8,6,15,10,no,no,2
1268,2227,18,16,14,23,24,no,no,4
1269,1288,22,16,6,19,4,yes,no,2
1270,3493,31,5,16,19,30,no,no,5
1271,730,18,8,2,11,10,no,yes,2
1272,2985,22,28,6,19,20,no,no,5
1273,552,22,16,2,12,4,yes,no,1
1274,2356,24,12,14,17,20,yes,no,4
1275,1196,18,12,2,12,8,yes,no,2
1276,1830,23,16,14,15,6,no,no,2
1277,3553,31,1,20,19,16,no,no,1
1278,2570,21,12,6,17,12,no,no,2
1279,4210,34,7,20,15,30,no,no,5
1280,1706,16,24,14,19,10,no,no,1
1281,3574,33,5,24,17,22,no,no,4
1282,3698,33,7,36,17,22,no,no,4
1283,2455,21,16,2,17,18,no,no,4
1284,1052,19,12,6,12,10,yes,no,2
1285,851,18,16,14,11,8,no,yes,2
1286,962,15,20,2,11,6,no,yes,1
1287,925,17,28,10,13,8,no,yes,1
1288,712,17,24,14,12,10,yes,no,1
1289,1023,20,16,10,13,10,no,yes,2
1290,1682,24,24,14,23,6,no,no,2
1291,2363,22,24,6,15,18,no,no,5
1292,2338,16,28,2,15,12,no,no,1
1293,3253,35,1,44,17,26,no,no,5
1294,1813,23,8,6,19,6,no,no,1
1295,2322,23,24,6,19,28,no,no,4
1296,2793,22,12,6,19,16,no,no,1
1297,919,19,12,2,13,4,no,yes,1
1298,1988,21,20,14,19,8,yes,no,1
1299,4137,35,7,32,19,22,no,no,5
1300,2555,18,8,2,15,28,no,no,5
